;(100, 100);(28, 106);(28, 107);(28, 108);(28, 109);(29, 106);(29, 107);(52, 122);(64, 133);(65, 133);(65, 134);(66, 133);(66, 134);(73, 73);(73, 74);(74, 71);(74, 77);(74, 111);(75, 77);(75, 78);(76, 77);(76, 78);(76, 101);(77, 90);(78, 66);(78, 88);(78, 89);(79, 66);(79, 67);(79, 88);(79, 89);(82, 100);(82, 101);(83, 100);(83, 109);(86, 57);(86, 58);(86, 128);(88, 89);(89, 48);(89, 88);(89, 89);(89, 90);(90, 92);(90, 93);(91, 92);(91, 93);(91, 135);(91, 136);(91, 137);(92, 135);(92, 136);(92, 137);(93, 136);(93, 137);(93, 150);(94, 151);(97, 96);(99, 45);(99, 56);(100, 44);(100, 45);(100, 55);(101, 44);(101, 45);(101, 55);(102, 55);(102, 156);(102, 157);(103, 55);(103, 56);(103, 156);(103, 157);(104, 72);(104, 73);(104, 167);(105, 72);(105, 73);(105, 167);(106, 167);(110, 104);(112, 136);(112, 137);(113, 136);(113, 137);(114, 50);(114, 51);(115, 50);(115, 51);(118, 37);(118, 110);(118, 111);(119, 37);(119, 110);(119, 111);(119, 118);(121, 80);(121, 81);(124, 44);(124, 45);(124, 46);(125, 44);(125, 45);(125, 46);(126, 137);(126, 138);(127, 102);(127, 103);(129, 34);(130, 42);(131, 42);(131, 43);(132, 56);(132, 88);(132, 89);(133, 56);(133, 88);(133, 89);(134, 55);(134, 56);(135, 55);(135, 56);(136, 53);(136, 54);(136, 110);(136, 111);(136, 127);(136, 128);(136, 129);(137, 66);(137, 67);(137, 110);(137, 127);(137, 128);(137, 129);(138, 66);(138, 67);(139, 66);(150, 67);(152, 56);(152, 57);(153, 57);(154, 57)
0;0.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0
1;9999999.0;0.0;15076.0;30205.0;45694.0;15424.0;3840.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0
2;9999999.0;15076.0;0.0;15129.0;30618.0;30500.0;15556.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0
3;9999999.0;30205.0;15129.0;0.0;15489.0;45629.0;30685.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0
4;9999999.0;45694.0;30618.0;15489.0;0.0;61118.0;46174.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0
5;9999999.0;15424.0;30500.0;45629.0;61118.0;0.0;15184.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0
6;9999999.0;3840.0;15556.0;30685.0;46174.0;15184.0;0.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0
7;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;0.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0
8;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;0.0;15245.0;361.0;30241.0;15585.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0
9;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;15245.0;0.0;14884.0;14996.0;340.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0;9999999.0
