0.000000,72.249567,72.339477,72.443081,72.560320,71.253070,71.344236,52.801515,48.836462,48.104054,48.795492,47.381431,48.083261,38.183766,37.483330,38.948684,34.713110,28.231188,33.970576,33.301652,33.241540,32.557641,24.020824,25.079872,40.496913,25.059928,24.596748,39.962482,39.115214,24.186773,23.706539,18.000000,18.027756,17.000000,19.235384,45.221676,44.271887,31.304952,16.278821,53.150729,16.278821,15.556349,14.866069,12.806248,12.206556,12.041595,11.401754,36.138622,37.107951,38.078866,35.902646,36.878178,37.854986,36.674242,37.656341,50.487622,51.351728,5.000000,55.009090,44.011362,56.000000,55.000000,45.000000,56.008928,55.009090,45.011110,45.044423,56.035703,57.035077,45.099889,44.102154,56.080300,57.078893,28.284271,27.294688,67.119297,28.442925,27.459060,67.186308,67.268120,10.770330,37.947332,38.897301,38.275318,39.217343,51.923020,50.960769,52.201533,51.244512,65.520989,20.591260,21.095023,65.802736,21.470911,21.954498,26.172505,29.000000,28.319605,60.926185,60.008333,59.093147,61.326992,60.415230,59.506302,45.221676,46.043458,27.073973,27.166155,72.090221,65.299311,65.764732,64.884513,54.405882,34.176015,33.837849,55.000000,35.114100,34.785054,56.400355,55.605755,57.008771,56.222771,59.203040,58.412327,37.363083,37.643060,45.000000,45.607017,46.227697,50.249378,49.578221,38.327536,45.803930,46.400431,47.010637,50.990195,50.328918,51.739733,59.908263,68.117545,67.475922,68.249542,69.028979
72.249567,0.000000,1.000000,2.000000,3.000000,1.000000,1.414214,28.844410,45.000000,45.803930,46.400431,46.615448,47.201695,55.803226,55.217751,57.801384,54.378304,46.270941,55.226805,54.708317,56.080300,55.569776,48.259714,51.546096,64.031242,53.141321,52.810984,64.815122,64.202804,54.083269,53.758720,54.332311,54.230987,55.326305,55.081757,75.927597,75.286121,62.032250,62.361847,84.172442,63.600314,63.324561,63.063460,63.560994,63.348244,64.536811,64.327288,69.354164,69.778220,70.213959,70.263789,70.682388,71.112587,71.589105,72.013888,78.492038,79.881162,69.720872,93.605555,86.838931,95.015788,94.366308,88.232647,95.775780,95.131488,89.050547,89.872131,89.308454,89.872131,90.697299,90.138782,90.138782,90.697299,83.258633,82.855296,97.452553,84.172442,83.773504,98.234414,99.020200,82.024387,89.196412,89.537702,90.138782,90.476516,102.625533,102.083299,103.464970,102.927159,113.406349,90.088845,90.138782,114.201576,91.087870,91.137259,91.787799,96.566040,96.301610,114.280357,113.740934,113.207774,115.121675,114.586212,114.057003,102.786186,103.092192,99.080775,99.045444,124.036285,120.415946,121.264174,120.739389,115.394974,105.546198,105.380264,116.297033,106.531685,106.367288,117.630778,117.200683,118.532696,118.105885,120.303782,119.866593,108.074049,108.115679,110.022725,110.217966,110.421918,116.107709,115.767007,109.073370,111.004504,111.198022,111.400180,117.046999,116.709040,117.987287,128.082005,133.701159,133.330417,134.260940,135.192455
72.339477,1.000000,0.000000,1.000000,2.000000,1.414214,1.000000,28.301943,44.407207,45.221676,45.803930,46.043458,46.615448,56.400355,55.803226,58.412327,54.918121,46.173586,55.758407,55.226805,56.603887,56.080300,48.373546,51.865210,64.660653,53.488316,53.141321,65.436993,64.815122,54.424259,54.083269,54.451814,54.332311,55.443665,55.036352,76.576759,75.927597,61.684682,62.641839,84.864598,63.890531,63.600314,63.324561,63.788714,63.560994,64.761099,64.536811,68.942005,69.354164,69.778220,69.856997,70.263789,70.682388,71.175839,71.589105,77.935871,79.322128,69.871310,94.260278,87.418534,95.671312,95.015788,88.814413,96.426138,95.775780,89.627005,90.443352,88.752465,89.308454,91.263355,90.697299,89.587946,90.138782,83.671979,83.258633,96.829747,84.581322,84.172442,97.616597,98.407317,82.054860,88.865066,89.196412,89.810912,90.138782,103.174609,102.625533,104.009615,103.464970,114.017543,90.049986,90.088845,114.808536,91.049437,91.087870,91.662424,96.840074,96.566040,114.825955,114.280357,113.740934,115.663304,115.121675,114.586212,102.489024,102.786186,99.126182,99.080775,124.619421,120.950403,121.794910,121.264174,115.831775,105.721332,105.546198,116.730459,106.705201,106.531685,118.067777,117.630778,118.966382,118.532696,120.747671,120.303782,108.041659,108.074049,109.836242,110.022725,110.217966,116.456000,116.107709,109.041277,110.819673,111.004504,111.198022,117.392504,117.046999,118.330047,128.390031,134.078335,133.701159,134.629120,135.558106
72.443081,2.000000,1.000000,0.000000,1.000000,2.236068,1.414214,27.784888,43.829214,44.654227,45.221676,45.486262,46.043458,57.008771,56.400355,59.033889,55.470713,46.097722,56.302753,55.758407,57.140179,56.603887,48.507731,52.201533,65.299311,53.851648,53.488316,66.068147,65.436993,54.781384,54.424259,54.589376,54.451814,55.578773,55.009090,77.233412,76.576759,61.351447,62.936476,85.562842,64.195015,63.890531,63.600314,64.031242,63.788714,65.000000,64.761099,68.541958,68.942005,69.354164,69.462220,69.856997,70.263789,70.774289,71.175839,77.388630,78.771822,70.035705,94.921020,88.005682,96.332757,95.671312,89.403579,97.082439,96.426138,90.210864,91.021975,88.204308,88.752465,91.836812,91.263355,89.044932,89.587946,84.095184,83.671979,96.213305,85.000000,84.581322,97.005155,97.800818,82.097503,88.543774,88.865066,89.493016,89.810912,103.730420,103.174609,104.560987,104.009615,114.634201,90.022219,90.049986,115.420969,91.021975,91.049437,91.547802,97.123633,96.840074,115.377641,114.825955,114.280357,116.211015,115.663304,115.121675,102.200783,102.489024,99.181652,99.126182,125.207827,121.490740,122.331517,121.794910,116.275535,105.905618,105.721332,117.170815,106.887792,106.705201,118.511603,118.067777,119.406867,118.966382,121.198185,120.747671,108.018517,108.041659,109.658561,109.836242,110.022725,116.811814,116.456000,109.018347,110.643572,110.819673,111.004504,117.745488,117.392504,118.680243,128.705089,134.461891,134.078335,135.003704,135.930129
72.560320,3.000000,2.000000,1.000000,0.000000,3.162278,2.236068,27.294688,43.266615,44.102154,44.654227,44.944410,45.486262,57.628118,57.008771,59.665736,56.035703,46.043458,56.859476,56.302753,57.688820,57.140179,48.662100,52.554733,65.946948,54.230987,53.851648,66.708320,66.068147,55.154329,54.781384,54.744863,54.589376,55.731499,55.000000,77.897368,77.233412,61.032778,63.245553,86.267027,64.513564,64.195015,63.890531,64.288413,64.031242,65.253352,65.000000,68.154237,68.541958,68.942005,69.079664,69.462220,69.856997,70.384657,70.774289,76.850504,78.230429,70.213959,95.587656,88.600226,97.000000,96.332757,90.000000,97.744565,97.082439,90.801982,91.607860,87.664132,88.204308,92.417531,91.836812,88.509886,89.044932,84.528102,84.095184,95.603347,85.428333,85.000000,96.400207,97.200823,82.152298,88.232647,88.543774,89.185201,89.493016,104.292857,103.730420,105.118980,104.560987,115.256236,90.005555,90.022219,116.038787,91.005494,91.021975,91.443972,97.416631,97.123633,115.935327,115.377641,114.825955,116.764721,116.211015,115.663304,101.921538,102.200783,99.247166,99.181652,125.801431,122.036880,122.873919,122.331517,116.726175,106.099010,105.905618,117.618026,107.079410,106.887792,118.962179,118.511603,119.854078,119.406867,121.655251,121.198185,108.004630,108.018517,109.489726,109.658561,109.836242,117.175083,116.811814,109.004587,110.476242,110.643572,110.819673,118.105885,117.745488,119.037809,129.027129,134.851770,134.461891,135.384637,136.308474
71.253070,1.000000,1.414214,2.236068,3.162278,0.000000,1.000000,28.017851,44.204072,45.000000,45.607017,45.803930,46.400431,55.000000,54.405882,57.008771,53.535035,45.276926,54.378304,53.851648,55.226805,54.708317,47.265209,50.596443,63.253458,52.201533,51.865210,64.031242,63.411355,53.141321,52.810984,53.338541,53.235327,54.332311,54.083269,75.166482,74.518454,61.098281,61.400326,83.450584,62.641839,62.361847,62.096699,62.585941,62.369865,63.560994,63.348244,68.447060,68.876701,69.318107,69.354164,69.778220,70.213959,70.682388,71.112587,77.665951,79.056942,68.731361,92.849340,86.023253,94.260278,93.605555,87.418534,95.015788,94.366308,88.232647,89.050547,88.481637,89.050547,89.872131,89.308454,89.308454,89.872131,82.346828,81.939002,96.674712,83.258633,82.855296,97.452553,98.234414,81.024688,88.255311,88.600226,89.196412,89.537702,101.788997,101.242284,102.625533,102.083299,112.614386,89.089842,89.140339,113.406349,90.088845,90.138782,90.796476,95.603347,95.336247,113.441615,112.898184,112.361025,114.280357,113.740934,113.207774,101.833197,102.142058,98.081599,98.045908,123.223374,119.570063,120.415946,119.887447,114.494541,104.560987,104.393486,115.394974,105.546198,105.380264,116.730459,116.297033,117.630778,117.200683,119.406867,118.966382,107.074740,107.116759,109.041277,109.238272,109.444050,115.169440,114.825955,108.074049,110.022725,110.217966,110.421918,116.107709,115.767007,117.046999,127.129855,132.774244,132.400906,133.330417,134.260940
71.344236,1.414214,1.000000,1.414214,2.236068,1.000000,0.000000,27.459060,43.600459,44.407207,45.000000,45.221676,45.803930,55.605755,55.000000,57.628118,54.083269,45.177428,54.918121,54.378304,55.758407,55.226805,47.381431,50.921508,63.890531,52.554733,52.201533,64.660653,64.031242,53.488316,53.141321,53.460266,53.338541,54.451814,54.037024,75.822160,75.166482,60.745370,61.684682,84.148678,62.936476,62.641839,62.361847,62.817195,62.585941,63.788714,63.560994,68.029405,68.447060,68.876701,68.942005,69.354164,69.778220,70.263789,70.682388,77.103826,78.492038,68.883960,93.509358,86.608314,94.921020,94.260278,88.005682,95.671312,95.015788,88.814413,89.627005,87.920419,88.481637,90.443352,89.872131,88.752465,89.308454,82.764727,82.346828,96.046864,83.671979,83.258633,96.829747,97.616597,81.055537,87.920419,88.255311,88.865066,89.196412,102.342562,101.788997,103.174609,102.625533,113.229855,89.050547,89.089842,114.017543,90.049986,90.088845,90.669730,95.880134,95.603347,113.991228,113.441615,112.898184,114.825955,114.280357,113.740934,101.533246,101.833197,98.127468,98.081599,123.810339,120.108284,120.950403,120.415946,114.934764,104.737768,104.560987,115.831775,105.721332,105.546198,117.170815,116.730459,118.067777,117.630778,119.854078,119.406867,107.042048,107.074740,108.853112,109.041277,109.238272,115.520561,115.169440,108.041659,109.836242,110.022725,110.217966,116.456000,116.107709,117.392504,127.440182,133.154046,132.774244,133.701159,134.629120
52.801515,28.844410,28.301943,27.784888,27.294688,28.017851,27.459060,0.000000,16.278821,17.029386,17.691806,17.804494,18.439089,53.310412,52.392748,55.542776,50.089919,24.596748,50.537115,49.648766,51.000000,50.119856,31.890437,40.607881,61.741396,42.801869,42.011903,62.169124,61.269895,43.416587,42.638011,37.202150,36.619667,38.013156,33.615473,73.355300,72.470684,34.525353,48.836462,82.734515,50.249378,49.578221,48.918299,48.414874,47.801674,49.203658,48.600412,41.109610,41.436699,41.785165,42.059482,42.379240,42.720019,43.324358,43.657760,49.648766,51.039201,51.971146,90.210864,81.024688,91.586025,90.735880,82.419658,92.114060,91.268834,83.006024,83.600239,60.464866,61.032778,84.202138,83.408633,61.294372,61.854668,72.138755,71.449283,68.767725,72.862885,72.180330,69.526973,70.292247,60.728906,61.611687,61.846584,62.585941,62.817195,95.015788,94.260278,95.671312,94.921020,107.615055,67.082039,66.910388,108.231234,68.066144,67.896981,67.119297,80.777472,80.262071,106.150836,105.418215,104.690019,106.831643,106.103723,105.380264,75.504967,75.709973,77.620873,77.369245,116.931604,111.731822,112.432202,111.722871,103.711137,86.925255,86.539009,104.484449,87.846457,87.464278,105.891454,105.261579,106.667708,106.042444,108.706026,108.074049,84.852814,84.717177,84.148678,84.214013,84.291162,101.788997,101.242284,85.842880,85.146932,85.211502,85.287748,102.625533,102.083299,103.464970,112.378824,119.816526,119.268604,120.108284,120.950403
48.836462,45.000000,44.407207,43.829214,43.266615,44.204072,43.600459,16.278821,0.000000,1.000000,1.414214,2.000000,2.236068,60.671245,59.682493,62.801274,56.885851,24.166092,57.070132,56.089215,57.271284,56.293872,34.176015,44.922155,68.447060,47.127487,46.173586,68.658576,67.683085,47.434165,46.486557,37.589892,36.715120,38.078866,30.610456,79.120162,78.160092,22.561028,50.119856,88.600226,51.478151,50.606324,49.739320,48.548944,47.707442,49.091751,48.259714,27.073973,27.166155,27.294688,28.071338,28.160256,28.284271,29.154759,29.274562,33.615473,34.985711,49.578221,94.704805,84.581322,96.005208,95.078915,85.906926,96.384646,95.462034,86.330759,86.764048,44.418465,44.944410,87.206651,86.313383,45.276926,45.793013,72.945185,72.111026,52.497619,73.498299,72.670489,53.263496,54.037024,54.378304,48.093659,48.166378,49.091751,49.162994,96.896852,96.041658,97.416631,96.566040,110.145359,58.694122,58.309519,110.639053,59.615434,59.236813,57.008771,77.833155,77.155687,107.335921,106.508216,105.683490,107.898100,107.074740,106.254412,62.128898,62.201286,70.213959,69.778220,118.431415,112.414412,113.004425,112.200713,102.727796,81.541401,80.993827,103.392456,82.377181,81.835200,104.804580,104.062481,105.475116,104.737768,107.628992,106.887792,75.584390,75.286121,72.249567,72.173402,72.111026,99.085821,98.412398,76.537572,73.246160,73.171033,73.109507,99.824847,99.156442,100.568385,108.406642,116.931604,116.275535,117.034183,117.796435
48.104054,45.803930,45.221676,44.654227,44.102154,45.000000,44.407207,17.029386,1.000000,0.000000,1.000000,1.000000,1.414214,60.530984,59.539903,62.649820,56.718604,23.769729,56.885851,55.901699,57.070132,56.089215,33.837849,44.643029,68.249542,46.840154,45.880279,68.447060,67.468511,47.127487,46.173586,37.121422,36.235342,37.589892,30.000000,78.847955,77.884530,21.587033,49.648766,88.323270,51.000000,50.119856,49.244289,48.020829,47.169906,48.548944,47.707442,26.076810,26.172505,26.305893,27.073973,27.166155,27.294688,28.160256,28.284271,32.756679,34.132096,48.918299,94.339811,84.172442,95.634722,94.704805,85.492690,96.005208,95.078915,85.906926,86.330759,43.566042,44.102154,86.764048,85.866175,44.418465,44.944410,72.401657,71.561163,51.739733,72.945185,72.111026,52.497619,53.263496,53.535035,47.095647,47.169906,48.093659,48.166378,96.384646,95.524866,96.896852,96.041658,109.658561,57.775427,57.384667,110.145359,58.694122,58.309519,56.044625,77.103826,76.419893,106.780148,105.948101,105.118980,107.335921,106.508216,105.683490,61.131007,61.204575,69.318107,68.876701,117.885538,111.830228,112.414412,111.606451,102.068604,80.709355,80.156098,102.727796,81.541401,80.993827,104.139330,103.392456,104.804580,104.062481,106.962610,106.216760,74.632433,74.330344,71.253070,71.175839,71.112587,98.351411,97.672924,75.584390,72.249567,72.173402,72.111026,99.085821,98.412398,99.824847,107.615055,116.180893,115.520561,116.275535,117.034183
